Moeda,Data,Alta,Baixa,Abertura,Fechamento,Volume,Marketcap
Binance Coin,2017-07-30,0.1081380024552345,0.1031619980931282,0.1079349964857101,0.1064139977097511,224261.0,10641400.0
Binance Coin,2017-07-31,0.1083490028977394,0.1015999987721443,0.1068279966711998,0.1042499989271164,240309.0,10425000.0
Binance Coin,2017-08-01,0.1062659993767738,0.0961093977093696,0.1045949980616569,0.0998668000102043,300413.0,9986680.0
Binance Coin,2017-08-02,0.1012109965085983,0.0973611995577812,0.0997212007641792,0.1004519984126091,256793.0,10045200.0
Binance Coin,2017-08-03,0.1069779992103576,0.0991197004914283,0.1003279983997345,0.1066420003771781,293008.0,10664200.0
Binance Coin,2017-08-04,0.107755996286869,0.1026989966630935,0.106684997677803,0.1074939966201782,287621.0,10749400.0
Binance Coin,2017-08-05,0.1446530073881149,0.1070699989795684,0.1074180006980896,0.1288709938526153,542878.0,12887100.0
Binance Coin,2017-08-06,0.1329880058765411,0.1273799985647201,0.1292929947376251,0.1309989988803863,393681.0,13099900.0
Binance Coin,2017-08-07,0.1497649997472763,0.1333000063896179,0.1339579969644546,0.1488479971885681,748177.0,14884800.0
Binance Coin,2017-08-08,0.2269250005483627,0.1477659940719604,0.1489980071783065,0.2244209945201873,2617340.0,22442100.0
Binance Coin,2017-08-09,0.2606250047683716,0.2221579998731613,0.2247480005025863,0.2429119944572448,3075320.0,24291200.0
Binance Coin,2017-08-10,0.3499760031700134,0.2450519949197769,0.2518270015716553,0.3490790128707886,4118070.0,34907900.0
Binance Coin,2017-08-11,0.4096539914608001,0.31106698513031,0.3487850129604339,0.3925719857215881,4413920.0,39257200.0
Binance Coin,2017-08-12,0.4759919941425323,0.3375889956951141,0.3921929895877838,0.4463649988174438,5080760.0,44636500.0
Binance Coin,2017-08-13,1.0226399898529053,0.4459899961948395,0.4459899961948395,0.8768280148506165,13852100.0,87682800.0
Binance Coin,2017-08-14,1.4633899927139282,0.7357640266418457,0.8729180097579956,1.2955700159072876,51698100.0,129557000.0
Binance Coin,2017-08-15,1.3789199590682983,0.923371970653534,1.32709002494812,1.0565500259399414,19824400.0,105655000.0
Binance Coin,2017-08-16,1.452720046043396,1.0786900520324707,1.11968994140625,1.4372400045394895,31363100.0,143724000.0
Binance Coin,2017-08-17,2.1113100051879883,1.323639988899231,1.4369699954986572,1.9671499729156492,61296500.0,196715000.0
Binance Coin,2017-08-18,2.754120111465454,1.894700050354004,1.925189971923828,2.384000062942505,69048000.0,238400000.0
Binance Coin,2017-08-19,2.334399938583374,1.8199399709701536,2.334399938583374,2.093369960784912,43391300.0,209337000.0
Binance Coin,2017-08-20,2.6894400119781494,2.075819969177246,2.1082100868225098,2.502579927444458,65350400.0,250258000.0
Binance Coin,2017-08-21,2.9089200496673584,2.430749893188477,2.430749893188477,2.7011098861694336,72000600.0,270111000.0
Binance Coin,2017-08-22,2.72445011138916,2.224790096282959,2.72445011138916,2.4852700233459477,52091300.0,248527000.0
Binance Coin,2017-08-23,2.9554500579833984,2.4739699363708496,2.4739699363708496,2.580430030822754,64925100.0,258043000.0
Binance Coin,2017-08-24,2.6639699935913086,2.2833800315856934,2.6273601055145264,2.379319906234741,45080400.0,237932000.0
Binance Coin,2017-08-25,2.7299699783325195,2.3905699253082275,2.3905699253082275,2.4968700408935547,49977600.0,249687000.0
Binance Coin,2017-08-26,2.5388400554656982,1.960559964179993,2.5303800106048584,2.1693599224090576,26690700.0,216936000.0
Binance Coin,2017-08-27,2.3135499954223637,1.8580199480056765,2.179970026016236,2.005189895629883,17214900.0,200519000.0
Binance Coin,2017-08-28,2.1674299240112305,1.9628000259399412,2.0214900970458984,2.0429000854492188,15413900.0,204290000.0
Binance Coin,2017-08-29,2.327579975128174,1.9897300004959104,2.106250047683716,2.327579975128174,20372000.0,232758000.0
Binance Coin,2017-08-30,2.3653500080108643,2.094559907913208,2.28193998336792,2.35004997253418,24830000.0,235005000.0
Binance Coin,2017-08-31,2.4081499576568604,2.1964499950408936,2.3282299041748047,2.2037899494171143,20214800.0,220379000.0
Binance Coin,2017-09-01,2.388989925384521,2.116519927978516,2.201689958572388,2.3841700553894043,20990700.0,238417000.0
Binance Coin,2017-09-02,2.8492701053619385,1.7224700450897217,2.5,1.9926799535751345,22995400.0,199268000.0
Binance Coin,2017-09-03,2.0192999839782715,1.4241700172424316,1.9254800081253047,1.5757999420166016,11662000.0,157580000.0
Binance Coin,2017-09-04,1.5766500234603882,0.6130099892616272,1.5766500234603882,1.0495699644088743,20075100.0,104957000.0
Binance Coin,2017-09-05,1.1194499731063845,0.7406219840049744,1.0325100421905518,0.9737160205841064,9453770.0,97371600.0
Binance Coin,2017-09-06,1.1713000535964966,0.7354999780654907,0.9905210137367249,1.0861400365829468,14279400.0,108614000.0
Binance Coin,2017-09-07,1.508270025253296,0.9567450284957886,1.0343400239944458,1.366219997406006,15442300.0,136622000.0
Binance Coin,2017-09-08,1.4039299488067627,0.9466009736061096,1.3980400562286377,1.0068299770355225,9872850.0,100683000.0
Binance Coin,2017-09-09,1.0337799787521362,0.8630610108375549,1.0091999769210815,0.9893010258674622,4011510.0,98930100.0
Binance Coin,2017-09-10,1.0027600526809692,0.8523849844932556,0.9820780158042908,0.9421589970588684,3257430.0,94215900.0
Binance Coin,2017-09-11,1.101699948310852,0.9020000100135804,0.9491860270500184,1.0258100032806396,5167180.0,102581000.0
Binance Coin,2017-09-12,1.208240032196045,0.9876319766044616,1.0334800481796265,1.035680055618286,7213490.0,103568000.0
Binance Coin,2017-09-13,1.0428999662399292,0.8802409768104553,1.0428999662399292,0.9372040033340454,2780700.0,93720400.0
Binance Coin,2017-09-14,0.950177013874054,0.6734820008277893,0.9378700256347656,0.6787840127944946,3134360.0,67878400.0
Binance Coin,2017-09-15,0.8492169976234436,0.5267549753189087,0.683305025100708,0.7997090220451355,4625680.0,79970900.0
Binance Coin,2017-09-16,0.9271969795227052,0.7461130023002625,0.8080559968948364,0.8041980266571045,2829570.0,80419800.0
Binance Coin,2017-09-17,0.8147969841957092,0.7337449789047241,0.8034229874610901,0.789588987827301,1273640.0,78958900.0
Binance Coin,2017-09-18,0.9370290040969848,0.7876039743423462,0.7895650267601013,0.909201979637146,3717860.0,90920200.0
Binance Coin,2017-09-19,0.9091320037841796,0.7876530289649963,0.907397985458374,0.8024250268936157,2888420.0,80242500.0
Binance Coin,2017-09-20,0.8163840174674988,0.7436760067939758,0.8150320053100586,0.7478899955749512,2536950.0,74789000.0
Binance Coin,2017-09-21,0.7817749977111816,0.6842809915542603,0.7640129923820496,0.7021399736404419,2238040.0,70214000.0
Binance Coin,2017-09-22,0.7401540279388428,0.6832600235939026,0.6988710165023804,0.7158929705619812,2099500.0,71589300.0
Binance Coin,2017-09-23,0.777400016784668,0.7078449726104736,0.717195987701416,0.7709649801254272,2276080.0,77096500.0
Binance Coin,2017-09-24,0.7883470058441162,0.7362210154533386,0.7758039832115173,0.7832679748535156,2402720.0,78326800.0
Binance Coin,2017-09-25,0.936568021774292,0.7733160257339478,0.7842440009117126,0.9170590043067932,3695220.0,91705900.0
Binance Coin,2017-09-26,0.9400820136070251,0.8592119812965393,0.9189220070838928,0.8607469797134399,3460160.0,86074700.0
Binance Coin,2017-09-27,1.2013800144195557,0.8556979894638062,0.8556979894638062,1.1436599493026731,8394020.0,114366000.0
Binance Coin,2017-09-28,1.433069944381714,1.1450799703598022,1.1484299898147583,1.377879977226257,13944300.0,137788000.0
Binance Coin,2017-09-29,1.366979956626892,1.1354600191116333,1.366979956626892,1.2662400007247925,8474270.0,126624000.0
Binance Coin,2017-09-30,1.3077199459075928,1.228019952774048,1.2699999809265137,1.28357994556427,6194570.0,128358000.0
Binance Coin,2017-10-01,1.5289499759674072,1.2598999738693235,1.2841800451278689,1.5265300273895264,9043600.0,152653000.0
Binance Coin,2017-10-02,1.9828699827194212,1.5134400129318235,1.5266200304031372,1.964669942855835,19367700.0,196467000.0
Binance Coin,2017-10-03,2.032949924468994,1.6716500520706177,1.967829942703247,1.8207000494003296,14411500.0,182070000.0
Binance Coin,2017-10-04,1.8574700355529783,1.5176600217819214,1.8515000343322756,1.6014800071716309,7227750.0,160148000.0
Binance Coin,2017-10-05,1.7351900339126587,1.416949987411499,1.6349899768829346,1.6784900426864624,7503500.0,167849000.0
Binance Coin,2017-10-06,1.7135800123214722,1.5342400074005127,1.6773099899291992,1.5799100399017334,6076260.0,157991000.0
Binance Coin,2017-10-07,1.6052600145339966,1.5005799531936646,1.6052600145339966,1.5842499732971191,5578780.0,158425000.0
Binance Coin,2017-10-08,1.6040799617767334,1.217229962348938,1.5761799812316897,1.217229962348938,4515300.0,121723000.0
Binance Coin,2017-10-09,1.577430009841919,1.207710027694702,1.207710027694702,1.4037799835205078,9667100.0,140378000.0
Binance Coin,2017-10-10,1.4691100120544434,1.342869997024536,1.4310699701309204,1.3933600187301636,6912770.0,139336000.0
Binance Coin,2017-10-11,1.4561599493026731,1.3779900074005127,1.399440050125122,1.4337300062179563,6123140.0,143373000.0
Binance Coin,2017-10-12,1.4401899576187134,1.282639980316162,1.429960012435913,1.3437600135803225,5275850.0,134376000.0
Binance Coin,2017-10-13,1.5116599798202517,1.1834900379180908,1.3365099430084229,1.435479998588562,5705760.0,143548000.0
Binance Coin,2017-10-14,1.5381900072097778,1.4070199728012085,1.4693200588226318,1.5381900072097778,3355060.0,153819000.0
Binance Coin,2017-10-15,1.6794099807739258,1.4077500104904177,1.495129942893982,1.5584399700164795,5987930.0,155844000.0
Binance Coin,2017-10-16,1.5999200344085691,1.3907099962234497,1.5559899806976318,1.4407000541687012,2960330.0,144070000.0
Binance Coin,2017-10-17,1.4735499620437622,1.3560099601745603,1.4376800060272217,1.3899500370025637,1744390.0,138995000.0
Binance Coin,2017-10-18,1.4208600521087646,1.2083699703216553,1.3935099840164185,1.3275599479675293,2311140.0,132756000.0
Binance Coin,2017-10-19,1.3536100387573242,1.2491799592971802,1.3286800384521484,1.2846100330352783,1791220.0,128461000.0
Binance Coin,2017-10-20,1.3728100061416626,1.2192699909210205,1.2832599878311155,1.241919994354248,1703230.0,122967466.88
Binance Coin,2017-10-21,1.2693500518798828,1.170259952545166,1.2373499870300293,1.2540500164031982,1331640.0,124168506.7
Binance Coin,2017-10-22,1.2994500398635864,1.1834700107574463,1.2553000450134275,1.213770031929016,1631220.0,120180222.78
Binance Coin,2017-10-23,1.2781000137329102,1.0960500240325928,1.2313599586486816,1.1837300062179563,2355560.0,117205842.22
Binance Coin,2017-10-24,1.3790600299835205,1.1362799406051636,1.176929950714111,1.2484300136566162,4833390.0,123612048.02
Binance Coin,2017-10-25,1.269269943237305,1.1714799404144287,1.2434099912643433,1.2527799606323242,2288360.0,124042758.92
Binance Coin,2017-10-26,1.2609699964523315,1.0981600284576416,1.2609699964523315,1.2086000442504885,2400010.0,119668320.4
Binance Coin,2017-10-27,1.217280030250549,1.1071100234985352,1.2087500095367432,1.174180030822754,2067650.0,116260258.52
Binance Coin,2017-10-28,1.2042900323867798,1.1398099660873413,1.1809200048446655,1.1525700092315674,1495260.0,114120565.98
Binance Coin,2017-10-29,1.2607300281524658,1.1588499546051023,1.1783699989318848,1.241230010986328,1969690.0,122899147.22
Binance Coin,2017-10-30,1.358590006828308,1.20346999168396,1.2333600521087646,1.3122700452804563,2437230.0,129933101.78
Binance Coin,2017-10-31,1.4103800058364868,1.2711399793624878,1.3359500169754028,1.3128900527954102,3397150.0,129994490.46
Binance Coin,2017-11-01,1.3351600170135498,1.2180500030517578,1.3351600170135498,1.2615400552749634,2118920.0,124910121.56
Binance Coin,2017-11-02,1.372439980506897,1.1956199407577517,1.2602499723434448,1.299630045890808,3550520.0,128681564.82
Binance Coin,2017-11-03,1.480370044708252,1.2945599555969238,1.2945599555969238,1.459220051765442,3201070.0,144483209.08
Binance Coin,2017-11-04,1.69992995262146,1.3989299535751345,1.4559799432754517,1.6371999979019165,4685320.0,162105720.8
Binance Coin,2017-11-05,1.6371899843215942,1.45524001121521,1.6371899843215942,1.5216599702835083,2681150.0,150665643.24
Binance Coin,2017-11-06,1.6650400161743164,1.480679988861084,1.52878999710083,1.569790005683899,5042750.0,155431187.06
Binance Coin,2017-11-07,1.8181899785995483,1.5512100458145142,1.5690900087356567,1.806439995765686,9469500.0,178862850.16
Binance Coin,2017-11-08,2.055180072784424,1.7774699926376345,1.7990700006484983,2.031019926071167,18796200.0,201099414.28
Binance Coin,2017-11-09,2.174230098724365,1.893939971923828,2.053139925003052,1.990769982337952,19192200.0,197114100.78
Binance Coin,2017-11-10,2.069469928741455,1.6447800397872925,2.007730007171631,1.796839952468872,11155000.0,177912315.76
Binance Coin,2017-11-11,1.9177500009536743,1.6142899990081787,1.7862800359725952,1.6704699993133545,8178150.0,165399916.58
Binance Coin,2017-11-12,1.6727999448776243,1.4625600576400757,1.6688899993896484,1.5196900367736816,15298700.0,150470585.66
Binance Coin,2017-11-13,1.7350200414657593,1.5176000595092771,1.526010036468506,1.686619997024536,12238800.0,166998992.68
Binance Coin,2017-11-14,1.7353700399398804,1.568269968032837,1.6892800331115725,1.592579960823059,7829600.0,157687716.12
Binance Coin,2017-11-15,1.6249799728393557,1.4954999685287476,1.5877699851989746,1.5304499864578247,7615500.0,151535976.3
Binance Coin,2017-11-16,1.6822199821472168,1.5368900299072266,1.556190013885498,1.5779199600219729,8928640.0,156236170.88
Binance Coin,2017-11-17,1.5826599597930908,1.495300054550171,1.580049991607666,1.5103600025177002,8508840.0,149546785.04
Binance Coin,2017-11-18,1.6767799854278564,1.49822998046875,1.5113600492477417,1.6743299961090088,32167300.0,165782110.62
Binance Coin,2017-11-19,1.7012300491333008,1.5678000450134275,1.673359990119934,1.6137700080871582,38081700.0,159785822.78
Binance Coin,2017-11-20,1.6606500148773191,1.555609941482544,1.6255899667739868,1.6244499683380127,12994500.0,160843292.3
Binance Coin,2017-11-21,1.6596699953079224,1.549839973449707,1.6581699848175049,1.5740599632263184,5440790.0,155853976.84
Binance Coin,2017-11-22,1.6213699579238892,1.5582300424575806,1.5904899835586548,1.6117500066757202,7177000.0,159585814.5
Binance Coin,2017-11-23,1.6166800260543823,1.5375900268554688,1.6105999946594238,1.548699975013733,8392640.0,153342981.8
Binance Coin,2017-11-24,1.820180058479309,1.5555800199508667,1.569530010223389,1.717710018157959,12155400.0,170077337.94
Binance Coin,2017-11-25,1.957640051841736,1.693969964981079,1.7169699668884275,1.873870015144348,12839900.0,185539364.18
Binance Coin,2017-11-26,1.9353100061416624,1.826740026473999,1.8947399854660036,1.8531299829483032,9056850.0,183485813.82
Binance Coin,2017-11-27,1.9472700357437132,1.7896300554275513,1.8708300590515137,1.9429800510406492,22826600.0,192382221.72
Binance Coin,2017-11-28,1.9588500261306765,1.8680399656295776,1.9588500261306765,1.917109966278076,36377700.0,189820729.54
Binance Coin,2017-11-29,2.0515899658203125,1.683169960975647,1.924340009689331,1.7515300512313845,43765500.0,173425991.42
Binance Coin,2017-11-30,2.052910089492798,1.7614400386810305,1.7614400386810305,1.996970057487488,31559500.0,197727987.58
Binance Coin,2017-12-01,2.137010097503662,1.9229700565338133,1.9969500303268437,2.070230007171631,28867200.0,204981753.22
Binance Coin,2017-12-02,2.1156599521636963,1.9968899488449097,2.0770599842071533,2.084160089492798,24332700.0,206361018.24
Binance Coin,2017-12-03,2.381150007247925,2.054189920425415,2.085410118103028,2.227250099182129,35163500.0,220528931.5
Binance Coin,2017-12-04,2.5770299434661865,2.258090019226074,2.258090019226074,2.4916799068450928,41226200.0,246711203.52
Binance Coin,2017-12-05,2.731790065765381,2.501810073852539,2.501810073852539,2.5952999591827397,49190000.0,256971034.2
Binance Coin,2017-12-06,2.7788100242614746,2.3458800315856934,2.580430030822754,2.587690114974976,41731500.0,256217537.66
Binance Coin,2017-12-07,2.9144299030303955,2.4894299507141118,2.5494000911712646,2.779949903488159,28297900.0,275253969.3
Binance Coin,2017-12-08,2.868989944458008,2.2595698833465576,2.7660999298095703,2.830670118331909,38648500.0,280275959.38
Binance Coin,2017-12-09,2.867340087890625,2.330349922180176,2.8260200023651123,2.6104300022125244,27217000.0,258469116.02
Binance Coin,2017-12-10,2.69544005393982,2.211699962615967,2.6613399982452397,2.483370065689087,19258500.0,245888397.18
Binance Coin,2017-12-11,2.8244800567626958,2.503350019454956,2.5130200386047363,2.7066500186920166,19427000.0,267996243.1
Binance Coin,2017-12-12,2.7783000469207764,2.61343002319336,2.726449966430664,2.6847500801086426,24523200.0,265827836.5
Binance Coin,2017-12-13,2.8750500679016118,2.5714399814605717,2.687079906463623,2.77810001373291,28429500.0,275070793.4
Binance Coin,2017-12-14,3.1587400436401367,2.77266001701355,2.773439884185791,3.1587400436401367,40335300.0,312759482.36
Binance Coin,2017-12-15,4.411250114440918,3.142819881439209,3.1566998958587646,3.996150016784668,52745900.0,395674796.1
Binance Coin,2017-12-16,4.725409984588623,3.9184000492095943,4.168469905853272,4.664649963378906,54002400.0,461865655.1
Binance Coin,2017-12-17,6.750430107116699,4.669340133666992,4.669340133666992,5.756720066070557,98159600.0,569995874.08
Binance Coin,2017-12-18,6.221320152282715,5.280970096588135,5.792399883270264,5.61584997177124,66623700.0,556047771.9
Binance Coin,2017-12-19,6.5453200340271,5.579760074615479,5.646999835968018,5.792329788208008,66695200.0,573521762.62
Binance Coin,2017-12-20,5.78863000869751,4.933169841766357,5.78863000869751,5.176209926605225,47866900.0,512517256.94
Binance Coin,2017-12-21,5.698160171508789,4.814149856567383,5.184909820556641,5.180009841918945,46905500.0,512893510.14
Binance Coin,2017-12-22,5.212739944458008,3.513309955596924,5.205460071563721,4.336150169372559,36672600.0,429339556.1
Binance Coin,2017-12-23,5.134510040283203,4.307610034942627,4.394959926605225,4.839260101318359,32930300.0,479154489.64
Binance Coin,2017-12-24,5.285679817199707,4.198649883270264,4.74183988571167,5.285679817199707,43676900.0,523356319.52
